ROWKEY,COMMCONTENT
100575,不用取票，直接扫二维码就可以，不过要提前两个半小时左右，否则无法入园！
100576,不错的体验，很适合带小孩一起游玩，下次再去！
100577,取票方便，验身份证直接入内，还有价格优惠，感谢途牛。
100578,网上订票比较方便，不用排队，服务也很好，而且有优惠，真心觉得不错。值得推荐
100579,已经是第二次去了，和上次相比，景区建设没有明显的改观，这次是从北门进入的，车子不让进，走了45分钟。期间还有冤枉路，绕了一圈又回到原点，晕啊
100580,亲爱的朋友们大家好：天津欢乐谷万圣节有太多好的了
100581,途牛网方便实惠，景点门票打折很真实，不错。
100582,景色很美，码头旁边小桥上拍的照片很好看，都可以做桌面了。南诏风情岛上的盒饭好吃，园子有点儿大，逛不完 。小普陀远看好看，，，都是些卖烧烤的，，其实我很想尝尝那些现捞上来的小鱼小虾怎么样，，下次吧，一定买来吃
100583,很方便，检票窗口报姓名就可以进去。国庆正常票价75元，网上订票很实惠！景色也很好。
100584,真的很不错~这个时候人也不是特别多~看看花花草草心情好很多~
100585,这次温泉还是不错的，上月去还没这么多人，现在算是高峰期吧，含两餐的免费自助，最好避开高峰期去用餐，人实在是太多了，没有做的地方，不过整体环境确实不错，感谢涂牛
100586,白天去的 打发等飞机的时间 门口回民的牛羊肉不错～
100587,去的季节比较热，人流量比较多，总体适合孩子
100588,跨年，人超多，玩的也很多，推荐大家去玩 恐龙馆非常不错，还有过山车是倒挂的，很新颖 
100589,途牛的出游就是好，方便快捷。
100590, 海洋馆很好，就是里面的东西太贵了。
100591,表演比较多，但是节假日人太多了，隧道都进不去。
100592,还不错 就是孩子太小玩的东西不多 里面餐饮绝了
100593,可以逛一天，木心美术馆很美
100594,感觉不错
100595,挺好的。速度挺快卡布他了截图LED图卡通LED土楼蜡笔爸说话费啊啊啊啊
100596,玩得很开心，夜景很漂亮
100597,本来打算星期天去的，谁知下雨，只能改下个星期天，每次打给客服了解相关信息，都很耐心解答。去的那天人很多，排队要一两个小时，不过我和弟弟们也玩了很多项目。不要怕排队，项目很刺激，很有意思。
100598,好，好玩，不错，给力
100599,价格和服务不怎么样！！！！！！！！！！
100600,好好好好好好好阿红好
100601,很不错的电子票。安全稳妥方便。顶一个
100602,挺好的就是人特别多黑压压一片。都说三打祝家庄特别好看但是没赶上场没看。里面有真实的爆破特别逼真音效特别好。这个价格绝对是值了一天都逛不到头园子特别大还有儿童乐园整个景区挂的全都是红灯笼特别喜庆树上都挂有假花假叶子好像春天来了似的
100603,整体途牛的服务非常好，订票时票的分类和使用时间再清楚醒目点，因为没有看清楚直接定的平日票，结果自动订成9月1日的，幸亏发现的早，退了票。价格没有什么优惠，就是方便些
100604,好大的园区。精彩的马戏，抗日剧演员认真，孩子没看懂。
100605,旅游节半价最后一天去的，工作日，人也真是不少。取票很方便，进园后地图什么也都很清晰，总体挺满意的一次出行
100606,很好很不错 直接大门验票 比实体票便宜又快捷 而且最近还有特惠活动 赞一个！！！
100607,很不错的景点，下午还会来 
100608,比在景点买票便宜了三分之一，取票方便，老爸老妈非常满意
100609,方便 出示学生证就可以了
100610,还比较刺激的。景区那更衣室我都不想吐槽了。
100611,预定方便，便宜。景区不用说了，一年一度梅花开。
100612,购票很顺利，到一号口出示收到的二维码就可以取票了。也就第二球的走廊和送的那个飞车好玩些。不过这地标的建筑也得去去吧，可以天气很差，能见度太低了。最后是一楼逛得最久。
100613,一个项目玩才几分钟，但排队排死人了。
100614,很方便，直接刷身份证入园，还便宜5块钱，赞
100615,今年雨水不多，景区可看的风景只有很短的一段儿。
100616,非常满意！！！！！！！！
100617,我11号订2张12号恐龙园门票，钱全付了可只订成功1张，后电话联系服务中心说系统有误，12号早上帮我订，而且早上服务人员也和我电话联系了，告我十分钟后就可入园，也发了短信和二维码，可进不去，结果一复核给我订了张13号的，郁闷啊，还好恐龙园的工作人员帮忙改了，
100618,团票很便宜，不能带自行车进去，去那天很热，但因为动物园有树草，还不算太晒！孩子玩得很开心，就是中午了，感觉动物都吃饱了。不爱动弹。
100619,我们去的时候人很多，堵车很严重。梦幻谷的表演不错，场面很大。秦王宮的也不错。行程改变，只去了三个景点，值得一玩，就是堵车闹心。涂牛客服不错，给个大大的赞，早点把我的退款差额不知道什么时候到位？
100620,亲，一定要8点开门就到，不然排队很费劲。很满意，孩子很高兴
100621,很方便 刷卡直接进园噢
100622,景区很凉快，现在是枯水期，不过溪沟还是有水，要是下场雨会更好。百亩草甸不能进有点遗憾。
100623,在途牛订还能少2块钱 不错
100624,园区好玩，游乐设施多，小孩挺喜欢！唯一遗憾的是每个项目要排好长时间
100625,优惠了一些很不错，但是人是贪心的，希望买多张票的时候能便宜点。。。比如。。情侣票。。
100626,位置有点偏僻，看表演的位置也不是很理想，演出还是比较好看的。
100627,这是第二次预定 第一张没有填写身份证号码 没有成功 打客服电话后 处理速度非常快 让重新再预定一下 这个给办理了退票了！非常满意哦 还会再来的！
100628,没有消费，也没有提前点电话提示，结果造成没消费也没退款！其实过期不退费就是欺客行为！
100629,很值得一去……圆心中梦想 
100630,还行吧 带孩子去的。。。。
100631,很不错，价低景色宜人。值得一游
100632,代亲戚订的很方便一扫就进去了
100633,"用二维码,很方便"
100634,挺方便快捷的！推荐大家使用
100635,国庆没有想象的人那么多，总体都不错！
100636,不错啦
100637,非常快捷。不用换票刷身份证就可以直接进去 很方便。比实体也便宜。 去深圳值得一去！很有意义
100638,玩的不错，下午去的人也不多，只是好像里面项目不全吧。还是我没看到啊，总之还不错
100639,景点的名气比较大。真正好玩的地方不多。
100640,进去刷身份证很方便，不用排长队
100641,可以，不错，自助餐不错 
100642,单纯的门票，习惯了途牛的服务。
100643,4D电影很好看。园内吃的也不少，价格也不贵。
100644,价格便宜不了多少，倒是柜台取票比较方便！支持！
100645,非常满意，感谢途牛，感谢刘艳萍！
100646,一般般没什么意思，可能带小孩子来可能比较好玩。相对于500的门票来说有点不值了
100647, 非常满意!
100648,蛮好玩的，表演也很好看，风景不错
100649,还行 人太多了。我了了了了
100650,操作很方便，客服也好，会一直用下去
100651,家中临时有事去不了，不能退不能调日期，很不合理
100652,景区环境优美，适合一家人去，泡温泉也很舒服，服务也还可以，就是有的温泉池水不够干净，大部分还好，总之这次自驾行还算满意，途牛网订票很方便，下次还会选择
100653,很方便.整体感觉很好.就是十一假期人太多了...
100654,景点不大，但是很美，感谢途牛
100655,总的来说是值得的，玩了一天，正是赏荷花的季节，只怪自己没单反啊。然后就是与普通游客的区别，没有正规的门票，只有收据，最主要的是没有小地图，不过我之前来过，知道哪些景点。另外一点就是现在也是蓝藻旺盛的季节，太湖水比较绿，部分水域很臭。整体感觉还行。
100656,很方便很快捷，还省钱。。
100657,玩得很开心，很不错。。。。。。。。。。。
100658,现在部分屋院在翻修影响参观，主楼还是不错的，还保留着当时的风范
100659,整体还不错，但就是水质不是太好有待提高
100660,挺方便的省去排队的时间，而且价格的也比到哪里去买便宜
100661,风景非常美丽，就是有点太商业化了
100662,这海洋公园要200一张票说实话太贵，表演比香港海洋公园差太多，都看睡着了……如果有小孩可以带去看看，否则直接省了这个景点儿吧
100663,短短几分钟，太不值了！武汉欢乐谷的飞跃长江，包含在门票内，比这个时间长多了！途牛买火车票，火车站查不到，出了问题客服只知道推卸责任，售后差！
100664,比较适合家庭出游，不错
100665,第二次去没意思，以后不会再去了
100666,大峡谷景点一个没看到，只有玻璃桥，而且时间限制特别短，还没排队时间长，感觉不值！
100667,很好，是我看的所有旅游网最便宜的，其他都要一百多
100668,用途牛订票，非常划算。 如果单买恐龙园的门票，可以在酒店拿200元一张，但是温泉要158元。我们在途牛买的联票，所以共计268元，非常划算。 取票方便。 不用排队，不用去旅行社，直接刷身份证就可以进园。非常方便。
100669,直接刷手机上的订单进去的很方便
100670,挺好，不用排队，孩子玩得好，就是纪念品太贵，降价吧！
100671,不错，很好的，方便快捷，好
100672,比学生票还便宜特别好里面也不错表演很好看
100673,还行吧，动物太少了，孩子玩的开心
100674,服务很好，态度好，玩的很开心，下次继续在这里定
100675,一般般。。。。。。。
100676,表演还马马虎虎，景区里面一般般吧
100677,发货快使用方便，直接刷手机进场，
100678,环境可以，服务一般，温泉池有一半关闭。
100679,非常便捷，到景区刷身份证直接入园，不用取票
100680,特别好，意犹未尽，去了还想去
100681,途牛太贵，奉劝大家自己去当地买套票
100682,很好宝贝，方便了，出票也快下次还耒
100683,方便快捷，景区很美，不错
100684,特别是雨后天晴，登顶后景色特别美，第一次看到这么漂亮的云海！！！十分的值得去欣赏。
100685,景区不错，取票比较麻烦，让我们等了1个多小时
100686,就是人太多，排队要好久。自驾很爽。基本亲密接触
100687,景点很震撼啊，蓝天白云，风景如画，值得参观。
100688,取票挺方便的，就是太晒了。
100689,还行吧，秦王宫的4D电影不错，梦幻谷挺好玩，其他走马观花的看看
100690,风景不错，但是服务不敢
100691,很好的呢
100692,景区服务很周到，设施很完善，交通很便利，很满意。
100693,价格比其他网站都便宜，很方便，非常满意
100694,我们去拿票的时候工作人员说没有和途牛有合作不给我们票，让我们自己去找途牛的客服问怎么回事，当时就蒙了我交了钱还拿不到票这是什么鬼？后来工作人员查寻了我的手机号才给的票，一看票面上写的是从驴妈妈上订的，驴妈妈票价76这个九十多！这里外里途牛挣了不少啊！上船没有坐但是可以花30元买点零食就可以坐了［一瓶水＋旺旺小小酥＝30元］但是感觉还是很值得毕竟坐在船上看上海的夜景还是很美的对途牛很失望！
100695,只要刷身份证就可以进入景点游览，这个还是令人满意的。 南山竹海风景很好，超出预期。 山水园坐坐船也不错。
100696,很好，不错，那时去还是新的，现在应该更好了
100697,取票方便，不用排队，还有优惠，赞赞赞赞，爽爽爽爽。
100698,坐船进岛。海边还是可以的。景点没有什么比较特殊的，觉得一般。但是整体的沙滩还不错。
100699,非常值得一看。看完之后回味无穷。很震撼。。。。。
100700,出票速度飞快非常的满意出票速度飞快非常的满意
100701,很好，玩的很HI。
100702,去长隆不让带零食，带的零食全部寄存，回来忘拿了！
100703,取票非常方便，不需要排队了
100704,这个APP靠谱，取票方便
100705,还可以吧，没有想象的高端，也没有像点评说的那么差劲，总之还行吧！就是海狮表演馆太挤了，天气又热，但孩子看得还挺开心
100706,hen不错！孩子也很喜欢来玩
100707,美丽的婺源风景如画，值得分享图片
100708,值得一玩
100709,第一次去，不知道山门不能取网购门票，折回去取完票又回来耽误了好长时间，排队进山花了个把小时，太阳好大。因为只有从山门进才能爬天梯，第一次去的朋友一定要参考哦，血的教训。
100710,很好玩 时间很好 人不多
100711,买的套票，超级划算，和直接用现金买的享受的服务也一样，途牛太好用了！
100712,第一次在途牛上订景点门票，还是挺方便的呢
100713,好，订购方便快捷。用的也很便宜。下次还会再来。就是圣亚查学生证很无理，学生证上入学11年的照片，发型变了非说不是本人，又是背身份证号码，又是背学号的。答对了，还不让进。折腾了好久才让进，无语了。好像学生票便宜就低人一等一样。
100714,整体感觉很好，景点非常多，就是时间不够！
100715,船上不错，组织的也很好。三峡大坝跟团比较匆忙，对此感兴趣的朋友还是自由行为好
100716,服务很好~杭州乐园很好玩，这样方便很多
100717,金山人有点多，法海洞，登塔都关闭了。停车很困难，不要自驾，打车很方便
100718,亲子游很赞，值得一家人去
100719,挺好的 很方便 因为赶在十一之前去的 很幸运 人挺少的 还看到了天池
100720,非常好！性价比高，下次再来！
100721,景区很没有'很想再去一次。 有时间真想再次去'网上很优惠
100722,成功的出游，取票很快，没排队，五分钟进园，里面动物很全很喜欢，下次还来订。
100723,服务人员热情，耐心，服务快捷，方便，节省了出行者的大量时间，满意满意。
100724,非常好，真的非常好。喜欢明星的一定不要错过。里面成龙、奥巴马那都有专门工作人员会帮你照相，如果喜欢可以走的时候取照片。跟李彦宏合影直接发到你的邮箱。还有许多互动的地方。踢球，打网球，搏击等。千万不要自己去，我自己去的，找人帮你合影都很困难。
100725,网上买票很方便，到了景点门口不需要排队直接进馆
100726,很好，以后还要再来，通过途牛订的酒店和门票，一切都很好！
100727,挺满意的，秦王宫和梦幻谷比较好玩
100728,还不错，大人，小孩，老年人都适合去，里面遮荫的地方较少，所以夏天去的话，记得带好遮阳工具哟
100729,为了那些可爱的小动物大动物们也要1的。超级可爱。简直萌化了虽然天气有点热但是仍然觉得好开心。好多不同品种且漂亮的水母，活泼热情的北极熊，胖胖憨憨的。一群呆萌呆萌的小企鹅们。哈哈哈~最可爱的还有海豚值得推荐。
100730,环境好，其他一般。取票快，方便。啊啊啊啊啊啊
100731,主题还不太完善，没车最好不要去，一般啦！
100732,取票非常便捷
100733,和朋友一起去的。在途牛上预定即方便又快捷
100734,小朋友非常高兴…！非常棒的一次旅行！
100735,提前一天购票，分上午场和下午场，到故宫南门刷身份证直接入场，非常方便！
100736,不错，很好玩，很值
100737,太棒了，又便宜，客服服务也很好。
100738,自然景观值得一去。天河瀑布值得一看。不错。
100739,服务不错，导游不错，行程不错
100740,第一次在这订票去玩，挺方便的，跟家人去玩，玩得很开心。。。希望途中一如既往的实惠给大家，让大家能快快乐乐地去游玩！
100741,感觉一般吧！也没有优惠什么的，就是刷身份证就可以可以直接进景区比较方便！人多的时候可能会体现出方便！
100742,好，方便。
100743,过年人多，有点堵车，但是进门很快，玩的也很开心，马戏表演超级精彩
100744,我预定的3张，需要一张退票，1号打电话退票，但是到现在没有任何人搭理我，请问，这就是途牛的服务吗？
100745,超级漂亮美丽炫目啊～～～～～
100746,门票预定方便 取票地点流程与西溪官网预定后的方式一样，价格还低，所以性价比极高。景区确实很大，走走停停可以玩一整天。
100747,第三次去同里了，依然感觉很美，个人最喜欢的古镇，没有之一！
100748,很方便，不用排队买票，项目特别刺激，玩的很高兴。
100749,很不错！方便。兑换也方便。
100750,不错的，值得一去的地方。
100751,景区内游玩总体包括三类项目 游泳戏水 集体滑梯 单人滑梯。游泳戏水是比较温和型的项目 像活力少年池 就是在浅水区内玩水 还有在泳圈上顺水流漂移 滑梯包括大喇叭等类型 有集体一起在泳圈内顺水流从高处滑下 是刺激型项目 有个单人玩的项目不敢玩 因为看到有个女孩因为体重过轻被卡在滑梯中央 后来还是工作人员从半空中解救出来 值得一讲的是造浪 很多人喜欢这个项目 我不敢在深水区内玩 不会游泳 喝了好几口水 想想还是后怕 只在岸边观玩 去的那天天气不晒 还好。玩不来刺激游戏的亲还是觉得这个一般 
100752,非常好玩，非常喜欢，以后还会来的！真的很好玩，还有夜场的，活动很多，喜欢
100753,好玩～～～夜票虽然很划算但是还是应该买白天票的，因为刺激的项目一下子连着玩，我们3个人都快哭了～～～不能更难受。。。
100754,不错，环境优美 、空气新鲜。虽然是新开发的景点人不多，但玩的很开心。
100755,古老的村落让我们远离了城市的喧嚣，大自然的礼物要好好珍惜保护，美在自然，美哉宏村。
100756,不错，等下次有机会再去看看
100757,淹城比我想象的游乐项目要多 也很刺激 挺好玩 好多4D电影 遗址没有去 前面花了太多时间了 总体不错 支持家乡旅游业 最近涨价也能够接受 冬天人很少 其他季节应该会更适合旅游 学生票很合算 一定要带学生证
100758,没送地图！订单里有说送西安地图一份
100759,天气很好，跟小伙伴们玩的很欢乐。
100760,价格亲民，很实惠，。
100761,日光岩和博物馆还是很值得去的，刻字馆没什么意思！
100762,这里出行购买旅游景点门票真的很便捷，很方便。带孩子一起去的很高兴
100763,整体感觉还可以 就是路线要规划好 要不然要走很多冤枉路
100764,取票方便，不错哦，还有很多选择
100765,人真的是太多了 没必要去 真的 
100766,出票挺方便的，很快！下次还会在途牛上订的。
100767,挺好的，孩子挺喜欢的
100768,非常愉快的游玩。孩子玩的很开心。
100769,灵山真是个好地方啊
100770,狠狠的玩了一天，因为是节假日，人多要排队等候多时，建议工作日去，人相对较少
100771,接待外地客户，在线订门票和船票，操作很顺畅。到达景区后，按照提示，顺利的在游客中心电子票务窗口拿到有折扣的套票。西溪湿地风景比较美，很适合接待客户游玩放松旅行。
100772,漂流很刺激，水很好，就是排队时间太长
100773,取票很方便，游船很大，买了三个座位就没有坐，玩了一会儿还没有坐下休息就返回到案了，因为很慢不会晕船。
100774,很实惠，服务很好，竹筏还提前电话确认预约。下次出游还找你们。
100775,还可以，小朋友喜欢！
100776,取票方便，景区不错，上山下山分道，值得一游
100777,很负责······下次玩了继续来这里··
100778,直接用身份证取票，很方便，景区可以多次进入，和检票员说一下就可以，黄山那的人还是挺热情的！很满意这次的旅行～
100779,不用提前预约，可以在景区门口再买票
100780,还是挺好玩的，因为是星期六去的，人很多。坐一些娱乐设施要排很长的队。但是海洋动物的两场表演真的很好看！海豚表演场地很大，很高大上，就算坐在后排，还有一个很大的屏幕可以看清楚。海洋动物还是比较多的，企鹅，海豹，海象，海狮。
100781,和我妈一起，她很喜欢
100782,还不错吧！不用排队买票，领票比较快。可能是淡季原因
100783,在汤沟温泉小镇旁，空气好，方便，景色般
100784,很好，特别是海底世界。后面就不行了。2、3层有点狗尾续貂
100785,去得早人不是很多…………
100786,还不错。空间太小，乐高积木是儿子的最爱。
100787,景点漂亮，服务态度好，下次有机会还会在来。
100788,小孩子适合玩推荐阿！
100789,感觉不是很理想，标注的取票地点不好找，累！
100790,景色不错，雪场工作人员很好，温泉水也好，只是觉得很多温泉泡汤泡到最后都是一个感觉，，或许应在一个池子里泡才能有感觉吧。
100791,外面在修路，不是很好找，要绕一下，身份证直接进入，很方便，换毛巾不是很方便，水挺干净，小鱼池的人最多，也最好玩，勇气池水温高、舒服
100792,浙江古镇里最喜欢乌镇
100793,总体比较划算的，景区还好，就是取票有点波折。
100794,很多项目玩不了！！！
100795,不是说返现10元吗？返到哪里了？景点挺好玩的。就是网站有点不守信用。。。
100796,这么慢啊，周末去景区，没查到预订，买的全票，不满意
100797,鼋头渚感觉景色就一般般，感觉有点坑的是，真正上岛的那个门离景区大门还有好一段路程，还需要自己再额外买往返小巴的票，景区内好多的点都在修理，绿色氛围很浓，但不是特别有特色。
100798,感觉很快就游完了，实在太小了，看的项目也很少，跟极地海洋世界相比，的确差很远。
100799,第一次看天门狐仙，途牛的票价实在很优惠，实景场面真的很震撼，值得一看！
100800,订票很方便，取票更快捷，节假日预订更优惠更有保障。
100801,不错，省得排队，还便宜，推荐！
100802,网上订票真方便，免去了排队的麻烦，还有小优惠。
100803,总体来说，海洋世界一般。跟大城市的比，真的没什么意思。
100804,玩得非常开心，特别是小朋友们玩得非常愉快。这个地方值得去玩。
100805,取票方便，非常满意！
100806,风景不错，空气好，停车位高峰期还是不够。
100807,很好！！值得带孩子到此一游！
100808,优惠，方便购买，窗口直接拿票
100809,还好吧就是一天挺赶的，晚上回家有点累！
100810,kill噢噢噢哦哦临摹来咯哦哦哦你咯
100811,对途牛的服务非常满意，下单后付款完出票很快，到景区无需预约就能拿到票，很快捷方便。下次拿票还选途牛。只是购票必须确定出游时间，定当天的票，有变动估计就要退票了，要是能把票换成某个时间段的，出游时间自行选择就更好了。
100812,四年前单位组织“三八节”活动去过，植物、花卉很美，今年准备再带家人去游玩，购票很顺，希望再次光临感受更深。
100813,买的票无需排队 不过里面人也很多 灯光暗 小盆友要牵着手 一不留神 可能就走丢了 一来人挤人 二来黑乎乎的 所以 小盆友嚷着要出去 没玩多久就出来了 以至于大人也没有玩尽兴
100814,清东陵是我们一直想问的地方，通过途牛预定，价格比到现场购买优惠。并且也不麻烦。很满意的一次出游
100815,不错，中途虽然有点点多的小问题，不过客服都能给我积极的处理。很不错。下次还找途牛
100816,宏伟浩大，佛教圣地，极尽奢华，令人瞠目结舌。
100817,很好，很便捷
100818,可恨的日本鬼子，落后就要被打，国家的强大是全体中国人的中国梦！
100819,十一出游前 在途牛订好票 台儿庄古城服务中心窗口交现金取票非常方便
100820,那天正好举行吃龙虾比赛，真不错。联系进去就租个泳圈，好玩。
100821,岭南印象园，适合一大家子老老小小出游，真心不错。好多“新奇”“怀旧”的东东。孩子背着小书包，一路猎奇，好开心，既长了见闻，又锻炼了身体；老人看着些“老古董”，给我们讲着那些年的故事，心情也倍好，既放松又享天伦。空气真真好，感觉有甜味，老人孩子开心，我们也由衷开心。宝贝中午吃了一大碗饭，每天都能这样就好。快乐周末，一家其乐融融！[呲牙]
100822,很不错！！！！！！！！！！！！！！
100823,上海大都市的动物园一般般，不过孩子们喜欢
100824,很方便，到地方不用等那么长时间，玩的很嗨！更便宜
100825,挺方便的，当天买都可以入园。
100826,方便，整体不错。导游也不错。
100827,很方便，只要出示预定人一人的身份证即可入园，方便快捷。
100828,网上订票较优惠，取票也方便。今天跟朋友一起去的，玩的很高兴。梅花种类多，微风吹过，一阵阵梅花香。
100829,还不错，就是可玩的不是很多，适合大孩子去玩玩
100830,取票方便 预定便捷 第二次定了
100831,还可以的 ，就是太累了
100832,果然是一秒出票，比直接买便宜，取票也便捷。
100833,人少，很多项目没有开启，里面有的还要钱。
100834,买了还没有用，改变行程，但是不能退，钱白花了，上当了
100835,途牛很好，偶以来多次了哈！景点不错！在来多买几张送亲戚朋友！
100836,提前一天订的票，一早取票也是非常方便！
100837,午饭便宜又实惠。爬城蛮累的
100838,3月26号去的，人不是很多。运气好，遇到一个当地人做导游，就是景点很分散，买票后要走很久，不过整体还是很开心的，拍了很多美美的照片，赞，就是地方挺大的，下次有机会再去转转~
100839,说起这次经历就让我生气，我和妈妈到了北门准备进去，可是不让进，说是电子票需要从南门兑换才可以进去，悲催的我们只得再打车，绕行了一大圈来到了南门，为什么不在说明里面说清楚，只有南门才可以兑换电子票了，省的很多游客多跑那么多路了啊。
100840, 不错，就是海滩不太大
100841,人很多，骑了个木马，还看了个表演……挺值的
100842,5月2、3日通过途牛网订票去“崇明东平森林公园”，烧烤很有趣，露营区人很多，很热闹。公园内在进行道路修建，很多林间小路不能通行，一些地方无法进入，有些遗憾。但园内空气很好。
100843,预定和出票都很顺利，尤其是景区取票不需要在售票处排队。
100844,乐园门口自动取票机取票 很方便
100845,景区景色不错，但是没什么可玩的，就坐游览车逛了一圈，没意思，建议去呀诺哒
100846,这次去宋城，觉得还是自己买门票去最好的。是这样子的，我们自己搭车过去花时间是有一点的，但是还是很方便，地铁加公交，一会儿就到了。然后我们到站下车直接就是宋城。唯一不足的是大家一定要记住，如果你想穿古装在宋城玩儿，那你一定要先去拿古装再入园，因为一旦你入园，是不可以再出来的。我们这个有点遗憾的。然后记得古装要100押金哦，大家根据需要哈。
100847,好好好好！山清水秀，美丽
100848,冬天去景色一般，游玩的项目少，建议不要冬天去
100849,和媳妇儿一起，游遍华东地区，领略了江南水乡古镇的人情地貌…王斌导游组织大家吃喝玩乐，服务的面面俱到，与我们建立了深厚的友谊，使旅途更加温馨愉快…。 希望以后还有机会和王斌团长的“神舟一号”再次起航，一起游览祖国的大好河山！
100850,挺好玩的但是要早点去不然会堵车
100851,",已经使用过了，那里的温泉不错"
100852,非常便捷的旅游服务。到景点自动机直接取票。免去排队买票的麻烦
100853,还可以，就是人太多了，特地不周末去，还是人多，有些都没用排队，比如4D
100854,产品很好，游玩的很开心
100855,海洋公园服务极差，本来用二维码扫描是快捷的方法，可到了那些人手里居然还要输验证码，说了不用排队，可好多人都排了近2个小时，比现场买票最起码多排了一个多小时，乡下人，真傻帽
100856,里面的设备还是很多的，就是夜场人不多，建议大家白天去才好玩，而且夜场很多项目都没开放
100857,不错，这次我们一大帮同事玩得很开心，出票快，拿票方便，下次活动适合的话我还会帮衬途牛
100858,优惠幅度非常大，到了景区后不需要用票，直接刷二代身份证，的确很方便快捷。景区服务非常到位且人性化。只是国庆期间人太多，没办法。
100859,地方很大，人比较少，活动一般都在夜场，海滩的浪非常爽，特别大，各种项目玩也不需要排队，超刺激！！！非常赞。
100860,去的时候人挺多，虽然是周四人依旧很多，温泉还算不错吧，是一个活动的接待，原本以为接待安排温泉不合适，但是这些人刚好一边泡温泉一边聊天，感觉还不错。另外，晚上的自助餐真的不错，我觉得可以抵上外边150元左右的标准吧。交通也还好，比较方便，在市区。总体不错。
100861,景区停车太贵，服务一般！
100862,途牛超方便，带家人一起去玩的，很开心，下次出游一定还会来途牛
100863,一天玩儿足13个项目，看了3场表演，超出预期
100864,适合带5岁以上儿童游玩，小孩子很喜欢。就是周末人有点多，什么项目都需要排队。剧场演出很棒。
100865,不错。取票方便到售票处凭短信就能进去，挺方便的
100866,天气不错 玩的很开心 不错的一次旅行 下次还会去
100867,很好，很方便，途牛真不错
100868,景区人真是多啊，而且景区的排队的安排一点都不好，感觉管理一般
100869,孩子非常喜欢，因为太热熊猫都没出来
100870,网上定票优惠，咖啡馆的午餐还不错，总体感觉挺好。
100871,零距离接触偶像感觉不错，儿子喜欢赞一个
100872,好玩的一天，朋友圈的小伙伴们一起去玩的，拍了好多照片，棒棒哒
100873, 很不错，第二次定了 ，一家人玩的相当开心
100874,优惠票一定要提前一天预定，否则不优惠，，项目刺激程度也比不上嬉戏谷，因为不是周末休息日，天气有点下小雨，所以玩项目都没有排队
100875,提前一天订票，非常方便。东堤码头很好找，到了以后在码头对面的冶春茶社吃早茶后，坐10点的船正好。人很少，湖上很安静，沿途风光旖旎，讲解娓娓道来，人在画中游的感觉。非常美好的体验。
100876,取票入园非常方便，服务非常好。正赶上同程1元门票活动，好亏呀，希以后也作一些会员惊喜活动！
100877,很好的景点
100878,服务周到，价格实惠，非常满意，下次还在这定
100879,一行4人自驾去的，景区不管是工作人员还是温泉的温度都没让人失望，到前台报的天天旅行办理入场也是挺快，大家都玩的很开心，准备年底再去呢！
100880,还算可以！只是觉得里面的保安服务意识差点！
100881,还是很不错的服务，玩的也开心，门票自取也方便的很
100882,吃的有点简单，对于肉食者来说有点素，途牛订购便宜又方便，赞
100883,稍稍实惠。 哈哈
100884,迪士尼之旅让我又回到童年，终身难忘，还会再去的。
100885,玩的很好，表演太好看了，就是人太多了每个节目要排好长时间。
100886,优惠的太少了 就10园 希望提醒一下 不允许带吃的
100887,非常好。。。。。。。。。
100888,没有赠品，拿票方便，不用排队 
100889,很不错的旅行，价格也很实惠，而且兑票还很方便
100890,欢乐世界各地都差不多，大马戏很值得一看
100891,蛮好，去的有点晚，好多项目没玩上，早点去，应该更好
100892,订票超级方便，取票也很方便，真的是方便快捷，还有就是便宜~景色确实很美，即便是在下雨，也有一番风味。赞一个。
100893,很多新颖的汽车，大开眼界。人不多，停车不收费，不错。
100894,优惠多多，，出票快，取票很方便，而且不用预定。。值得
100895,没有想像的大，半个小时就走完了！不过蜡像还是都做的很逼真！
100896,除了游水路泼水好玩！其他一般般！天鹅湖有点！陆路真心的不好玩！还累人！建议先玩陆地才玩水路！途牛的服务超级好！我个人觉得赛过同程和去哪儿
100897,价格很实惠，预定也方便，当时没有收到具体时间，客服协调解决了
100898,现场看的感觉就是不一样 小宝宝也要买全票真心有点贵？？ 爆米花要30一小包真的好贵？？
100899,不错的，学生票很合适，上面写着需要预约，其实不用的，网上支付完去换票就行的
100900,第一次通过途牛买，方便快捷，下次还来，
100901,还是很不错的，比起来自己去买票，是要好太多了。
100902,风景宜人，人不多。就是票价有点高……
100903,硬件看上去有些老旧，像是80年代的产物，不过表演还是不错的，孩子很爱看。
100904,和成人票一起买的，成人票价格比官网还便宜
100905,确实很不错，非常超值，服务也很好，送了很多的礼品，防晒袖，帽子，脖套，还有手机防水套，对了没人一瓶矿泉水，真是超出预期，比在现场买票便宜很多的。另外玩的也很嗨，同船的几个小朋友在船上洗了个海水澡，哈哈非常超值的一次体验！
100906,方便快捷，而且省钱，女朋友很满意，客服很给力，满分。
100907,很好的，孩子孩子很喜欢
100908,还可以吧，就是玩的地太少了，还不错！下回改进点！
100909,人不算多，园内很凉爽，端午去的，非常开心
100910,欢乐谷实行实名制购票刚开始不久，开始并不了解，用自己的号给朋友买的，结果打电话给客服做更改，朋友在门口等了2个小时后才能入园。提点建议，途牛的客服很热心，每次都有好几个不同客服回电问处理的情况，但解决问题的速度还是达不到，希望办事效率能高于客服回访率。
